,mpa_id,search,plan_id,notes,network,name,orig_name,country,sovereign,sub_locati,designatio,designat_1,designat_2,marine,status,status_yea,no_take,no_take_ar,rep_m_area,calc_m_are,rep_area,calc_area,fishing,fishing_in
742,7616,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Natural Bridges,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2007,All,0.1596015572,1,0.1596015572,0,0.6575489449,No,Commercial and Recreational Fishing Prohibited
291,7703885,NF,NA,NA,NA,Twelve Apostles,Twelve Apostles,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2008,All,74.25911894,75,74.25911894,75,75.10419997,No,All fishing is prohibited.
479,4791,F,131,NA,NA,Scott Reef,Scott Reef,AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,2,Designated,1993,All,3.161193203,33,3.161193203,33,33.79637303,Unknown,NA
191,15520,F,132,NA,NA,Ngari Capes,Ngari Capes,AUS,AUS,AU-WA,Marine Park,Marine Park,National,2,Designated,2013,Part,135.3,1225,1224.47555,1225,1225.263693,Some Restrictions,"15 sanctuary zones protecting ~11% of the region. Bottom trawling forbidden in all areas other than General Use zones, about 88% of the park (1089.7 km2)."
314,14219,NF,NA,NA,NA,Unnamed (Badger Corner),Unnamed (Badger Corner),AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,1,Designated,1999,Part,0.4753833513,5,4.753833513,5,5.324857006,Unknown,NA
317,11249,NF,NA,NA,NA,Unnamed (Duck Bay),Unnamed (Duck Bay),AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,2,Designated,1999,Part,0.7473027228,15,7.473027228,15,15.44119454,Unknown,NA
231,4398,NF,NA,NA,NA,Unnamed WA43903,Unnamed WA43903,AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,2,Designated,1995,All,0.06935104098,0,0.06935104098,0,0.06935104098,Unknown,NA
152,68808835,NF,NA,NA,NA,Unnamed WA48858,Unnamed WA48858,AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,2,Designated,2006,All,0.0005355206405,0,0.0005355206405,0,0.0005355206405,Unknown,NA
188,7701656,F,133,NA,NA,Shoalwater Islands,Shoalwater Islands,AUS,AUS,AU-WA,Marine Park,Marine Park,National,1,Designated,2014,Part,3.86,66,66.1740013,66,66.6161739,Some Restrictions,Sactuary zones: all fishing is prohibited. Special purpose zones: some types of commercial and recreational fishing are allowed. General use zone: all recreational and commercial fishing are allowed.
206,14608,F,134,NA,NA,Walpole And Nornalup Inlets,Walpole And Nornalup Inlets,AUS,AUS,AU-WA,Marine Park,Marine Park,National,1,Designated,2009,All,12.2781091,14,12.2781091,14,14.40949265,Unknown,NA
483,2663,F,135,NA,NA,Pulu Keeling,Pulu Keeling,AUS,AUS,AU-EXT,National Park (Commonwealth),National Park (Commonwealth),National,1,Designated,1995,All,23.70342224,0,23.70342224,26,26.01912089,Some Restrictions,"5.2.3 Commercial fishing or the taking of any marine species for sale is not allowed in the park but commercial fishing boats (including associated equipment) may transit through the park. 

Recreational fishing
5.1.10 Recreational fishing may be carr"
353,541,F,144,NA,Small North-East Islands,George Rocks,George Rocks,AUS,AUS,AU-TAS,Nature Reserve,Nature Reserve,National,2,Designated,1999,All,0.01581310606,0,0.01581310606,0,0.1293930335,Unknown,NA
815,7700022,F,145,NA,NA,Tortuguero,Tortuguero,CRI,CRI,Not Reported,Parque Nacional,National Park,National,1,Designated,1970,Not Reported,0,264,506.641644,264,767.3790815,No,NA
892,22,F,145,NA,NA,Tortuguero,Tortuguero,CRI,CRI,Not Reported,Parque Nacional,National Park,National,1,Designated,1970,Not Reported,0,264,506.641644,264,767.3790815,No,NA
810,7701456,F,146,NA,NA,Gandoca Manzanillo,Gandoca Manzanillo,CRI,CRI,CR-L,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,1,Designated,1985,Not Reported,0,45,58.83918307,45,104.8583083,Some Restrictions,NA
869,1456,F,146,NA,NA,Gandoca Manzanillo,Gandoca Manzanillo,CRI,CRI,CR-L,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,1,Designated,1985,Not Reported,0,45,58.83918307,45,104.8583083,Some Restrictions,NA
263,68808780,F,144,NA,Small North-East Islands,Governor Island,Governor Island,AUS,AUS,AU-TAS,Marine Nature Reserve,Marine Nature Reserve,National,2,Designated,1999,Part,0.05415017032,0,0.5415017032,0,0.5658202076,Unknown,NA
860,2679,F,147,NA,NA,Banco Chinchorro,Banco Chinchorro,MEX,MEX,MX-ROO,Reserva de la Biosfera,Biosphere Reserve,National,2,Designated,1996,Not Reported,45,1437,1436.256524,1443,1444.683529,Some Restrictions,No fishing allowed within the core (no-take) zone
833,8905,F,148,NA,NA,Canal Luis Peña,NA,PRI,USA,US-PR,Reserva Natural,Nature Reserve,National,1,Designated,1999,All,5.869652175,6,5.869652175,6,6.329110903,No,Commercial and Recreational Fishing Prohibited
831,8912,F,149,NA,NA,Isla de Desecheo,NA,PRI,USA,US-PR,Reserva Marina,Marine Reserve,National,1,Designated,2000,All,5.910699749,6,5.910699749,6,6.097082198,No,Commercial and Recreational Fishing Prohibited
898,120,F,150,NA,NA,Banc d'Arguin,Banc d'Arguin,MRT,MRT,Not Reported,National Park,National Park,National,1,Designated,1978,Not Reported,0,6245,6385.643213,12075,11875.57525,No,All taking of marine life is prohibited
269,7705161,F,144,NA,Small North-East Islands,Governor Island,NA,AUS,AUS,AU-TAS,Marine Nature Reserve,Marine Nature Reserve,National,1,Designated,1991,All,0.4872360176,0.5,0.4872360176,0.6,0.5386683591,No,All fishing is prohibited.
319,5161,F,144,NA,Small North-East Islands,Governor Island,Governor Island,AUS,AUS,AU-TAS,Marine Nature Reserve,Marine Nature Reserve,National,2,Designated,1999,Part,0.001304665177,0,0.01304665177,0,0.04549101422,No,All fishing is prohibited.
182,7704808,F,126,NA,Eastern Spencer Gulf,Goose Island,Goose Island,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,All,0.4322271184,0,0.4322271184,0,0.5124399911,No,All fishing is prohibited.
230,4808,F,126,NA,Eastern Spencer Gulf,Goose Island,Goose Island,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,All,0.4322271184,0,0.4322271184,0,0.5124399911,No,All fishing is prohibited.
249,1638,F,126,NA,Lower Yorke Peninsula,Troubridge Island,Troubridge Island,AUS,AUS,AU-SA,Conservation Park,Conservation Park,National,2,Designated,1986,Part,0.2461568697,2,2.461568697,2,2.598862547,Unknown,NA
234,2813,NF,NA,NA,NA,Whalebone Island,Whalebone Island,AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,2,Designated,1993,All,0.01340820718,0,0.01340820718,0,0.01340820718,Unknown,NA
259,76,NF,NA,NA,NA,Whyalla-Cowled's Landing,Whyalla-Cowled's Landing,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,All,31.91651859,36,31.91651859,36,36.47678176,Some Restrictions,"The aquatic reserve is divided into two management areas. All fishing is prohibited in Area 2, which covers most of the reserve. Collecting Blue Swimmer Crabs by hand, crab rake, or hoop net is allowed in Area 1, a small section (roughly 2.2 sq km) in th"
338,3899,NF,,Plan found was prior to marine area establishment,NA,Wilsons Promontory,Wilsons Promontory,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2002,All,154.4328657,155,154.4328657,155,155.8561108,No,All fishing is prohibited.
309,14612,NF,NA,NA,NA,Wright Rock,Wright Rock,AUS,AUS,AU-TAS,Nature Reserve,Nature Reserve,National,1,Designated,1999,All,0.01853515978,0,0.01853515978,0,0.01853515978,Unknown,NA
282,7703898,NF,NA,NA,NA,Yaringa,Yaringa,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2002,All,2.937156185,7,2.937156185,7,7.759940457,No,All fishing is prohibited.
339,3898,NF,NA,NA,NA,Yaringa,Yaringa,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2002,All,2.937156185,7,2.937156185,7,7.759940457,No,All fishing is prohibited.
1036,11171,F,151,NA,NA,Krajinski Park Strunjan,Krajinski Park Strunjan,SVN,SVN,Not Reported,Krajinski Park,Landscape Park,National,1,Designated,2004,Part,0.1475563686,0,1.475563686,4,4.285451748,Unknown,NA
416,6924,NF,NA,NA,NA,Aiguille De Prony,Aiguille De Prony,NCL,FRA,Not Reported,Réserve Naturelle,Nature Reserve,National,2,Designated,1993,All,0.1252560876,0,0.1252560876,0,0.1252560876,No,NA
417,6920,NF,NA,NA,NA,Récifs de Sèche-Croissant,Récifs de Sèche-Croissant,NCL,FRA,Not Reported,Réserve Naturelle Intégrale,Strict Nature Reserve,National,2,Designated,1994,All,0.06979780969,0,0.06979780969,0,0.4002813519,No,NA
418,3577,NF,NA,NA,NA,Îlot Signal,Îlot Signal,NCL,FRA,Not Reported,Réserve Naturelle,Nature Reserve,National,2,Designated,1989,All,1.302951368,2,1.302951368,2,2.442289208,No,NA
419,3575,NF,NA,NA,NA,Îlot Maître,Îlot Maître,NCL,FRA,Not Reported,Aire de Gestion Durable des Ressources,Area of Sustainable Management of Resources,National,2,Designated,1981,All,3.519880393,8,3.519880393,8,8.111626105,No,NA
420,3574,NF,NA,NA,NA,Îlot Canard,Îlot Canard,NCL,FRA,Not Reported,Aire de Gestion Durable des Ressources,Area of Sustainable Management of Resources,National,1,Designated,1989,All,0.9411034321,1,0.9411034321,1,1.420714956,No,NA
421,1370,NF,NA,NA,NA,Île Bailly,Île Bailly,NCL,FRA,Not Reported,Réserve Naturelle,Nature Reserve,National,1,Designated,1989,All,1.161285039,2,1.161285039,2,2.286390447,No,NA
427,68808731,NF,NA,NA,NA,Manipo,Manipo,IDN,IDN,ID-NT,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,0.02707374079,0,0.2707374079,25,23.18308963,Unknown,NA
428,68808730,NF,NA,NA,NA,Bangko-bangko,Bangko-bangko,IDN,IDN,ID-NB,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,0.0003490040081,0,0.003490040081,21,21.76450151,Unknown,NA
429,68808729,NF,NA,NA,NA,Pulau Ndana,Pulau Ndana,IDN,IDN,ID-NT,Taman Buru,Hunting Park,National,1,Designated,0,Part,0.008026773992,0,0.08026773992,15,14.19643933,Unknown,NA
430,68808726,NF,NA,NA,NA,Pananjung Pangandaran,Pananjung Pangandaran,IDN,IDN,ID-JB,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,0.0003379715429,0,0.003379715429,0,0.350382208,Unknown,NA
431,68808725,NF,NA,NA,NA,Kepulauan  Krakatau,Kepulauan  Krakatau,IDN,IDN,ID-KB,Cagar Alam,Nature Reserve,National,1,Designated,0,Part,8.905781779,0,89.05781779,0,116.3869934,Unknown,NA
432,68808714,NF,NA,NA,NA,Bukit Barisan Selatan,Bukit Barisan Selatan,IDN,IDN,ID-SM,Cagar Alam,Nature Reserve,National,1,Designated,0,Part,10.26350936,0,102.6350936,0,104.8099114,Unknown,NA
433,68808713,NF,NA,NA,NA,Pombo,Pombo,IDN,IDN,ID-PA,Cagar Alam,Nature Reserve,National,2,Designated,0,Part,0.002632493739,0,0.02632493739,0,0.06925714533,Unknown,NA
437,68808677,NF,NA,NA,NA,Way Hawang,Way Hawang,IDN,IDN,ID-SM,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,0.0007494627851,0,0.007494627851,0,0.9342608443,Unknown,NA
438,68808676,NF,NA,NA,NA,Sungai Bulan dan Sungai Lulan,Sungai Bulan dan Sungai Lulan,IDN,IDN,ID-KS,Cagar Alam,Nature Reserve,National,1,Designated,0,Part,0.007384082899,0,0.07384082899,18,30.41951797,Unknown,NA
439,68808675,NF,NA,NA,NA,Pulau Manuk,Pulau Manuk,IDN,IDN,ID-NT,Suaka Margasatwa,Wildlife Reserve,National,2,Designated,0,Part,0.0005727971583,0,0.005727971583,0,1.026021816,Unknown,NA
440,68808674,NF,NA,NA,NA,Tanjung Laksaha,Tanjung Laksaha,IDN,IDN,ID-SM,Cagar Alam,Nature Reserve,National,1,Designated,0,Part,0.02333884061,0,0.2333884061,4,3.569118314,Unknown,NA
441,68808673,NF,NA,NA,NA,Pulau Batang,Pulau Batang,IDN,IDN,ID-NT,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,0.0007722447769,0,0.007722447769,5,3.599420924,Unknown,NA
442,68808672,NF,NA,NA,NA,Kioyo I,Kioyo I,IDN,IDN,ID-SM,Cagar Alam,Nature Reserve,National,2,Designated,0,Part,0.04539909507,0,0.4539909507,0,7.544826419,Unknown,NA
443,68808671,NF,NA,NA,NA,Gunung Tunak,Gunung Tunak,IDN,IDN,ID-NB,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,0.0135664834,0,0.135664834,0,12.4104233,Unknown,NA
444,68808667,NF,NA,NA,NA,Savan,Savan,IDN,IDN,ID-PA,Suaka Margasatwa,Wildlife Reserve,National,1,Designated,0,Part,0.03685573015,0,0.3685573015,0,69.10397293,Unknown,NA
445,68808665,NF,NA,NA,NA,Tanjung Santigi,Tanjung Santigi,IDN,IDN,ID-SL,Suaka Margasatwa,Wildlife Reserve,National,1,Designated,0,Part,0.0004866794943,0,0.004866794943,15,18.39928892,Unknown,NA
447,68808662,NF,NA,NA,NA,Wolo Tadho,Wolo Tadho,IDN,IDN,ID-NT,Cagar Alam,Nature Reserve,National,1,Designated,0,Part,0.001470923249,0,0.01470923249,40,42.71267737,Unknown,NA
448,68808660,NF,NA,Only found short-term activity plan,NA,Karimunjawa,Karimunjawa,IDN,IDN,ID-JT,Taman Nasional,Nature Reserve,National,2,Designated,0,Part,116.3329506,0,1163.329506,0,1190.257449,Unknown,NA
450,68808657,NF,NA,NA,NA,Pantai Panjang dan P. Baai,Pantai Panjang dan P. Baai,IDN,IDN,ID-SM,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,0.1762181696,0,1.762181696,12,9.670711535,Unknown,NA
451,68808655,NF,NA,NA,NA,Riung,Riung,IDN,IDN,ID-NT,Cagar Alam,Nature Reserve,National,1,Designated,0,Part,0.02629535782,0,0.2629535782,0,8.965505089,Unknown,NA
452,67705397,NF,NA,NA,NA,KKPN LAUT SAWU,TAMAN NASIONAL PERAIRAN LAUT SAWU,IDN,IDN,ID-NT,Taman Nasional Perairan,Marine National Park,National,2,Designated,2009,Part,79668,0,33509.2167,0,33552.84606,Some Restrictions,"Two reported no-take zones:

138,529.76 Ha consists of:
- Core Zone: 79,668.62 Ha
- Utilization Zone: 58,861.14 Ha (uses allowed are tourism, research, education and shipping)
"
453,67703534,NF,NA,NA,NA,KKPN PADAIDO,TAMAN WISATA PERAIRAN KEPULAUAN PADAIDO DAN LAUT SEKITARNYA,IDN,IDN,ID-PA,Taman Wisata Perairan,Marine Recreation Park,National,2,Designated,2009,Not Reported,0,0,1770.370294,0,1773.934959,Some Restrictions,"Pelagic fish has the potential to be developed big in the future as a source of income other than reef fish communities. In the market, many pelagic fish market is tuna. 
Means fisheries Padaido Islands consist of non-motorized boats and motor boats tem"
455,67700615,NF,NA,NA,NA,Teluk Cendrawasih,Teluk Cendrawasih,IDN,IDN,ID-PB,Taman Nasional,Marine National Park,National,2,Designated,0,Part,1417.965298,14535,14179.65298,14535,14471.37984,Unknown,NA
467,6417,NF,NA,NA,NA,Tanjung Keluang-Teluk Keluang,Tanjung Keluang-Teluk Keluang,IDN,IDN,ID-KT,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,0.02095467868,0,0.2095467868,20,25.86653755,Unknown,NA
469,5994,NF,NA,NA,NA,Nusakambangan Timur,Nusakambangan Timur,IDN,IDN,ID-JT,Cagar Alam,Nature Reserve,National,1,Designated,0,Part,0.0006590429637,0,0.006590429637,1,2.108426502,Unknown,NA
470,5992,NF,NA,NA,NA,P. Noko,P. Noko,IDN,IDN,ID-JT,Cagar Alam,Nature Reserve,National,2,Designated,0,Part,0.04905225049,0,0.4905225049,0,0.4905225049,Unknown,NA
472,5951,NF,NA,NA,NA,Pulau Rambut,Pulau Rambut,IDN,IDN,ID-JA,Suaka Margasatwa,Wildlife Reserve,National,1,Designated,0,Part,0.04020460889,0,0.4020460889,0,0.9266169869,Unknown,NA
473,5950,NF,NA,NA,NA,Pulau Bokor,Pulau Bokor,IDN,IDN,ID-JA,Cagar Alam,Nature Reserve,National,1,Designated,0,Part,0.003852797639,0,0.03852797639,0,0.1826114093,Unknown,NA
475,5387,NF,NA,NA,NA,Kaimana,Kaimana,IDN,IDN,Not Reported,Kawasan Konservasi Perairan Daerah,Locally Managed Marine Area,National,1,Designated,2008,Not Reported,0,5977,5025.301948,5977,5408.420939,Some Restrictions,"Excludes all commercial fisheries from Kaimana’s waters and prioritizes the area for marine tourism, pearl and seaweed aquaculture, local traditional fisheries, and enhancement of fish stocks through permanent closures in “no-take areas.” Can't fin"
477,5135,NF,NA,NA,NA,Pulau Satonda,Pulau Satonda,IDN,IDN,ID-NB,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,2.093511868,26,20.93511868,26,25.17180715,Unknown,NA
481,3530,NF,NA,NA,NA,Kepulauan Padamarang,Kepulauan Padamarang,IDN,IDN,ID-AC,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,32.39764373,0,323.9764373,0,358.9909099,Unknown,NA
1047,5198,F,152,NA,NA,Zembra et Zembretta,Zembra et Zembretta,TUN,TUN,TN-21,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,2,Adopted,2001,Part,7.610089522,47,76.10089522,50,77.64126128,Unknown,NA
484,2646,NF,NA,NA,NA,Teluk Kupang,Teluk Kupang,IDN,IDN,ID-NT,Taman Wisata Alam,Nature Recreation Park,National,2,Designated,0,Part,63.52548414,500,635.2548414,500,641.0482142,Unknown,NA
485,2645,NF,NA,NA,NA,Pulau Moyo,Pulau Moyo,IDN,IDN,ID-NB,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,6.550654775,60,65.50654775,60,66.48973592,Unknown,NA
203,14613,NF,NA,NA,NA,Zanoni,Zanoni,AUS,AUS,AU-SA,Shipwreck Reserve,Shipwreck Reserve,National,2,Designated,0,Part,0.09482985871,0,0.9482985871,0,0.9482985871,Unknown,NA
488,1977,NF,NA,NA,NA,Pulau Besar,Pulau Besar,IDN,IDN,ID-NT,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,2.914732328,0,29.14732328,30,33.02573687,Unknown,NA
491,1497,NF,NA,NA,NA,Teluk Maumere,Teluk Maumere,IDN,IDN,ID-NT,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,61.38667325,594,613.8667325,594,687.3162811,Unknown,NA
492,1351,NF,NA,NA,NA,Pulau Sangiang,Pulau Sangiang,IDN,IDN,ID-JB,Taman Wisata Alam,Nature Recreation Park,National,1,Designated,0,Part,0.5564586132,0,5.564586132,7,11.75669779,Unknown,NA
494,702,NF,NA,NA,NA,Teluk Lasolo,Teluk Lasolo,IDN,IDN,ID-SL,Taman Wisata Alam,Nature Recreation Park,National,2,Designated,0,Part,72.50213766,818,725.0213766,818,727.0247025,Unknown,NA
